file_name,again_number,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_57.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,2.8600000000000003,7.82,4.96,27,26,27,lig_hif2a_57,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_7a.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,2.37,7.33,4.96,31,26,31,lig_hif2a_7a,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_7b.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,0.4599999999999999,5.42,4.96,16,26,26,lig_hif2a_7b,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_163.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,3.1100000000000003,8.07,4.96,2,26,26,lig_hif2a_163,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_54.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,1.8600000000000003,6.82,4.96,23,26,26,lig_hif2a_54,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_290.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,2.78,7.74,4.96,6,26,26,lig_hif2a_290,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_256.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,2.8600000000000003,7.82,4.96,3,26,26,lig_hif2a_256,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_266.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,2.76,7.72,4.96,29,26,29,lig_hif2a_266,lig_hif2a_164
hif2a,9,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_67.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_164.pkl,2.5,7.46,4.96,10,26,26,lig_hif2a_67,lig_hif2a_164
hif2a,9,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_7a.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_57.pkl,-0.4900000000000002,7.33,7.82,31,27,31,lig_hif2a_7a,lig_hif2a_57
hif2a,9,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_7b.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_57.pkl,-2.4000000000000004,5.42,7.82,16,27,27,lig_hif2a_7b,lig_hif2a_57
hif2a,9,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_163.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_57.pkl,0.25,8.07,7.82,2,27,27,lig_hif2a_163,lig_hif2a_57
hif2a,9,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_54.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_57.pkl,-1.0,6.82,7.82,23,27,27,lig_hif2a_54,lig_hif2a_57
hif2a,9,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_290.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/hif2a/lig_hif2a_57.pkl,-0.08,7.74,7.82,6,27,27,lig_hif2a_290,lig_hif2a_57
